Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Africa Western and Central,AFW,Net migration,SM.POP.NETM,..
Africa Western and Central,AFW,Population growth (annual %),SP.POP.GROW,2.6609016309306
Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,50.720167415082
Arab World,ARB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.64435037757595
Arab World,ARB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Arab World,ARB,Net migration,SM.POP.NETM,..
Arab World,ARB,Population growth (annual %),SP.POP.GROW,1.91891223067044
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,33.3350102861111
Caribbean small states,CSS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.779392583145042
Caribbean small states,CSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Caribbean small states,CSS,Net migration,SM.POP.NETM,..
Caribbean small states,CSS,Population growth (annual %),SP.POP.GROW,0.552626000335877
Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,18.3828356181302
Central Europe and the Baltics,CEB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Central Europe and the Baltics,CEB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,..
Central Europe and the Baltics,CEB,Population growth (annual %),SP.POP.GROW,-0.148641772098756
Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,92.4246908339619
Early-demographic dividend,EAR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.34392880958155
Early-demographic dividend,EAR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,..
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,1.27083992362549
Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,100.010058376657
East Asia & Pacific,EAS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.68830899550383
East Asia & Pacific,EAS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,..
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,0.485499869636044
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,95.9920233295403
East Asia & Pacific (excluding high income),EAP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.86982915500858
East Asia & Pacific (excluding high income),EAP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,..
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,0.541073260854489
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,131.403984957695
East Asia & Pacific (IDA & IBRD countries),TEA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.89339528580208
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,..
East Asia & Pacific (IDA & IBRD countries),TEA,Population growth (annual %),SP.POP.GROW,0.542361248466534
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,130.773794304038
Euro area,EMU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Euro area,EMU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Euro area,EMU,Net migration,SM.POP.NETM,..
Euro area,EMU,Population growth (annual %),SP.POP.GROW,0.195070684988636
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,127.849337755221
Europe & Central Asia,ECS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.0152169485752514
Europe & Central Asia,ECS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,..
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,0.291099308208558
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,33.6452110708776
Europe & Central Asia (excluding high income),ECA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.0341096164839338
Europe & Central Asia (excluding high income),ECA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,..
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,0.355472316325248
Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,18.5733103957111
Europe & Central Asia (IDA & IBRD countries),TEC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.0309054202548978
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,..
Europe & Central Asia (IDA & IBRD countries),TEC,Population growth (annual %),SP.POP.GROW,0.315946075129034
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,20.1070835858948
European Union,EUU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
European Union,EUU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
European Union,EUU,Net migration,SM.POP.NETM,..
European Union,EUU,Population growth (annual %),SP.POP.GROW,0.133756178586509
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,111.959239491013
Fragile and conflict affected situations,FCS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,17.368207839741
Fragile and conflict affected situations,FCS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,..
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,2.34028397459424
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,46.6221621337032
Heavily indebted poor countries (HIPC),HPC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.7038242573835
Heavily indebted poor countries (HIPC),HPC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,..
Heavily indebted poor countries (HIPC),HPC,Population growth (annual %),SP.POP.GROW,2.71570428186025
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,42.5410036527875
High income,HIC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.000633428455686505
High income,HIC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
High income,HIC,Net migration,SM.POP.NETM,..
High income,HIC,Population growth (annual %),SP.POP.GROW,0.341465842708715
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,34.7655946112877
IBRD only,IBD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,5.33473771278066
IBRD only,IBD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
IBRD only,IBD,Net migration,SM.POP.NETM,..
IBRD only,IBD,Population growth (annual %),SP.POP.GROW,0.776044164936792
IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,68.2923181542503
IDA & IBRD total,IBT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,7.66691434746677
IDA & IBRD total,IBT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,..
IDA & IBRD total,IBT,Population growth (annual %),SP.POP.GROW,1.16059917723513
IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,68.3132585161342
IDA blend,IDB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,11.567839700451
IDA blend,IDB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
IDA blend,IDB,Net migration,SM.POP.NETM,..
IDA blend,IDB,Population growth (annual %),SP.POP.GROW,2.24142417916336
IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,130.951274767506
IDA only,IDX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,15.4695842698844
IDA only,IDX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
IDA only,IDX,Net migration,SM.POP.NETM,..
IDA only,IDX,Population growth (annual %),SP.POP.GROW,2.28324117125163
IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,55.0567778619024
IDA total,IDA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,14.1403568062298
IDA total,IDA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
IDA total,IDA,Net migration,SM.POP.NETM,..
IDA total,IDA,Population growth (annual %),SP.POP.GROW,2.26918517471226
IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,68.372813649747
Late-demographic dividend,LTE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.455242748154681
Late-demographic dividend,LTE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,..
Late-demographic dividend,LTE,Population growth (annual %),SP.POP.GROW,0.408592023241724
Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,51.7944867877802
Latin America & Caribbean,LCN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.57448327807885
Latin America & Caribbean,LCN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,..
Latin America & Caribbean,LCN,Population growth (annual %),SP.POP.GROW,0.904279178312521
Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,32.5503804410774
Latin America & Caribbean (excluding high income),LAC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.57643036212016
Latin America & Caribbean (excluding high income),LAC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,..
Latin America & Caribbean (excluding high income),LAC,Population growth (annual %),SP.POP.GROW,0.97356871400487
Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,32.686194819052
Latin America & the Caribbean (IDA & IBRD countries),TLA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.60896000734122
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population growth (annual %),SP.POP.GROW,0.927315862894872
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,31.9629312200702
Least developed countries: UN classification,LDC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,15.6592660663747
Least developed countries: UN classification,LDC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,..
Least developed countries: UN classification,LDC,Population growth (annual %),SP.POP.GROW,2.32722605639681
Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,51.9039176603019
Low & middle income,LMY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,7.717616468919
Low & middle income,LMY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Low & middle income,LMY,Net migration,SM.POP.NETM,..
Low & middle income,LMY,Population growth (annual %),SP.POP.GROW,1.17252396411335
Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,69.1607789488186
Low income,LIC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,19.6229969435394
Low income,LIC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Low income,LIC,Net migration,SM.POP.NETM,..
Low income,LIC,Population growth (annual %),SP.POP.GROW,2.66692238430994
Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,44.4809457471663
Lower middle income,LMC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,10.7686442434803
Lower middle income,LMC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Lower middle income,LMC,Net migration,SM.POP.NETM,..
Lower middle income,LMC,Population growth (annual %),SP.POP.GROW,1.37686271883379
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,130.104911084075
Middle East & North Africa,MEA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.03886506932578
Middle East & North Africa,MEA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,..
Middle East & North Africa,MEA,Population growth (annual %),SP.POP.GROW,1.71764044074092
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST,41.3917559723038
Middle East & North Africa (excluding high income),MNA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.28004570362714
Middle East & North Africa (excluding high income),MNA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,..
Middle East & North Africa (excluding high income),MNA,Population growth (annual %),SP.POP.GROW,1.71797315532143
Middle East & North Africa (excluding high income),MNA,Population density (people per sq. km of land area),EN.POP.DNST,45.8446664534991
Middle East & North Africa (IDA & IBRD countries),TMN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.2989260876072
Middle East & North Africa (IDA & IBRD countries),TMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,..
Middle East & North Africa (IDA & IBRD countries),TMN,Population growth (annual %),SP.POP.GROW,1.70823473278259
Middle East & North Africa (IDA & IBRD countries),TMN,Population density (people per sq. km of land area),EN.POP.DNST,45.3203760155246
Middle income,MIC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.36362525151475
Middle income,MIC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Middle income,MIC,Net migration,SM.POP.NETM,..
Middle income,MIC,Population growth (annual %),SP.POP.GROW,1.00519768233151
Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,73.8224456327512
North America,NAC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
North America,NAC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
North America,NAC,Net migration,SM.POP.NETM,..
North America,NAC,Population growth (annual %),SP.POP.GROW,0.427887583515556
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,20.2921639320658
Not classified,INX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Not classified,INX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Not classified,INX,Net migration,SM.POP.NETM,..
Not classified,INX,Population growth (annual %),SP.POP.GROW,..
Not classified,INX,Population density (people per sq. km of land area),EN.POP.DNST,..
OECD members,OED,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.114919153615653
OECD members,OED,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
OECD members,OED,Net migration,SM.POP.NETM,..
OECD members,OED,Population growth (annual %),SP.POP.GROW,0.440846667681271
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,38.6028120538562
Other small states,OSS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.90000168576896
Other small states,OSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Other small states,OSS,Net migration,SM.POP.NETM,..
Other small states,OSS,Population growth (annual %),SP.POP.GROW,1.85109596524808
Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,15.7172093819703
Pacific island small states,PSS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,14.6458550203148
Pacific island small states,PSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Pacific island small states,PSS,Net migration,SM.POP.NETM,..
Pacific island small states,PSS,Population growth (annual %),SP.POP.GROW,1.48803432591804
Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,39.3918691588785
Post-demographic dividend,PST,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.00245300025567636
Post-demographic dividend,PST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Post-demographic dividend,PST,Net migration,SM.POP.NETM,..
Post-demographic dividend,PST,Population growth (annual %),SP.POP.GROW,0.216482293152382
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.571538530958
Pre-demographic dividend,PRE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.6146948729231
Pre-demographic dividend,PRE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,..
Pre-demographic dividend,PRE,Population growth (annual %),SP.POP.GROW,2.74027385937923
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,47.8920416796068
Small states,SST,People practicing open defecation (% of population),SH.STA.ODFC.ZS,8.638870275496
Small states,SST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Small states,SST,Net migration,SM.POP.NETM,..
Small states,SST,Population growth (annual %),SP.POP.GROW,1.59621031641475
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,16.7562929496336
South Asia,SAS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,12.3418196771663
South Asia,SAS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
South Asia,SAS,Net migration,SM.POP.NETM,..
South Asia,SAS,Population growth (annual %),SP.POP.GROW,1.14968406597154
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,389.221997612956
South Asia (IDA & IBRD),TSA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,12.3418196771663
South Asia (IDA & IBRD),TSA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,..
South Asia (IDA & IBRD),TSA,Population growth (annual %),SP.POP.GROW,1.14968406597154
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,389.221997612956
Sub-Saharan Africa,SSF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.2729515418445
Sub-Saharan Africa,SSF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,..
Sub-Saharan Africa,SSF,Population growth (annual %),SP.POP.GROW,2.62782403814519
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,47.6273506134248
Sub-Saharan Africa (excluding high income),SSA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.2745453494657
Sub-Saharan Africa (excluding high income),SSA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,..
Sub-Saharan Africa (excluding high income),SSA,Population growth (annual %),SP.POP.GROW,2.62798019274781
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,47.6241411444936
Sub-Saharan Africa (IDA & IBRD countries),TSS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.2729515418445
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population growth (annual %),SP.POP.GROW,2.62782403814519
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,47.6273506134248
Upper middle income,UMC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.450260882924451
Upper middle income,UMC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Upper middle income,UMC,Net migration,SM.POP.NETM,..
Upper middle income,UMC,Population growth (annual %),SP.POP.GROW,0.5169135731403
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,46.9252656810471
World,WLD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.48041350512445
World,WLD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
World,WLD,Net migration,SM.POP.NETM,..
World,WLD,Population growth (annual %),SP.POP.GROW,1.03599084817998
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,59.6605105090338
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/28/2021,,,,
